Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly
TRX-56755075,2025-12-21,Bandung Hub,Martinezshire,Diesel Van (Euro 6),Mixed Route,54.4,23.0,High,13.276,0
TRX-86AD49B7,2025-06-15,Bandung Hub,East Amandashire,Motorcycle (Courier),Inter-District,35.9,22.7,High,4.198,0
TRX-B9A513B5,2025-09-24,Jakarta Fulfillment Center,Karinaborough,Drone Delivery,Urban Last Mile,11.9,14.4,Low,0.089,1
TRX-3D4C1903,2025-12-13,Medan Distribution,Benjaminland,Diesel Van (Euro 6),Mixed Route,147.2,21.8,Normal,26.795,0
TRX-EF7B8D07,2025-06-12,Medan Distribution,Alexiston,Electric Van (EV),Mixed Route,29.9,10.8,High,1.447,1
TRX-2FF0E84F,2025-02-04,Makassar Port,South Cynthiashire,Motorcycle (Courier),Inter-District,20.9,13.4,Normal,2.424,0
TRX-B23794CE,2025-11-17,Medan Distribution,West Joshua,Electric Van (EV),Mixed Route,96.1,24.1,Normal,4.654,1
TRX-4D9763C4,2025-11-16,Makassar Port,Adammouth,Electric Van (EV),Mixed Route,16.5,19.9,Normal,0.851,1
TRX-CFA9A72A,2025-08-13,Surabaya Warehouse,West Philip,Cargo Bicycle,Urban Last Mile,1.9,12.4,Low,0.0,1
TRX-715A0864,2025-11-09,Makassar Port,Josephton,Cargo Bicycle,Urban Last Mile,2.5,1.2,Severe Congestion,0.0,1
TRX-289DE52F,2025-09-26,Makassar Port,Luismouth,Drone Delivery,Urban Last Mile,8.2,27.4,Low,0.079,1
TRX-6D5825F4,2025-09-28,Surabaya Warehouse,Mejiaborough,Cargo Bicycle,Urban Last Mile,8.1,16.2,Normal,0.0,1
TRX-54BA7340,2025-04-05,Jakarta Fulfillment Center,Michaelside,Diesel Van (Euro 4),Mixed Route,56.2,11.3,Low,14.184,0
TRX-43A71AA9,2025-12-08,Semarang Depot,West Nancy,Diesel Van (Euro 4),Mixed Route,60.3,27.4,High,22.064,0
TRX-0D6FB052,2025-09-08,Surabaya Warehouse,West Sierramouth,Diesel Van (Euro 6),Mixed Route,75.3,1.8,High,17.938,0
TRX-4C81780A,2025-07-05,Jakarta Fulfillment Center,Georgebury,Diesel Van (Euro 6),Mixed Route,67.1,21.5,Low,12.047,0
TRX-A7E3EA80,2025-10-01,Makassar Port,East Michael,Cargo Bicycle,Urban Last Mile,12.5,8.2,High,0.0,1
TRX-7B1A9684,2025-07-06,Medan Distribution,Port Brianberg,Electric Van (EV),Mixed Route,52.5,22.7,Normal,2.411,1
TRX-F3CCA2A3,2025-02-05,Surabaya Warehouse,West Maryfort,Cargo Bicycle,Urban Last Mile,9.1,0.7,Severe Congestion,0.0,1
TRX-8A70F11A,2025-02-15,Surabaya Warehouse,Barrettview,Electric Van (EV),Mixed Route,146.1,29.2,High,7.809,1
TRX-6D8E0D1D,2026-01-03,Jakarta Fulfillment Center,New Jose,Diesel Van (Euro 6),Mixed Route,36.9,21.9,Normal,6.848,0
TRX-7973DDA7,2025-06-27,Makassar Port,Lake Melissaview,Diesel Van (Euro 6),Mixed Route,102.6,29.1,Normal,21.612,0
TRX-AA9A2366,2025-05-16,Bandung Hub,Woodsfurt,Heavy Truck,Inter-City,763.6,1293.7,Normal,592.658,0
TRX-6CA5CE50,2025-12-03,Makassar Port,New Timothyton,Cargo Bicycle,Urban Last Mile,6.6,18.7,High,0.0,1
TRX-5D881176,2025-10-06,Surabaya Warehouse,Lake Courtney,Motorcycle (Courier),Inter-District,25.9,19.0,Normal,2.627,0
TRX-8C3A5022,2025-06-18,Semarang Depot,Davidhaven,Heavy Truck,Inter-City,589.1,1026.1,Normal,504.198,0
TRX-C12C3F09,2025-06-03,Bandung Hub,West Donaldton,Cargo Bicycle,Urban Last Mile,6.0,4.1,High,0.0,1
TRX-F1514EF4,2025-01-26,Jakarta Fulfillment Center,West Emily,Drone Delivery,Urban Last Mile,13.5,24.8,Low,0.125,1
TRX-8020D854,2025-07-08,Surabaya Warehouse,West Melindaport,Motorcycle (Courier),Inter-District,27.2,9.5,Normal,2.505,0
TRX-058A7857,2025-02-02,Medan Distribution,West Jessica,Electric Van (EV),Mixed Route,89.6,29.6,Normal,4.158,1
TRX-D5156BAF,2025-04-19,Makassar Port,South Jessicaview,Heavy Truck,Inter-City,723.5,2265.4,Low,585.343,0
TRX-D2F32846,2025-03-25,Jakarta Fulfillment Center,Port Anne,Electric Van (EV),Mixed Route,139.7,18.8,Low,7.0,1
TRX-F575FD3E,2025-12-23,Bandung Hub,Willieshire,Motorcycle (Courier),Inter-District,34.6,13.4,High,4.255,0
TRX-C371EE70,2025-10-25,Medan Distribution,South Susan,Diesel Van (Euro 6),Mixed Route,109.9,4.2,High,27.012,0
TRX-2A980F03,2025-09-02,Surabaya Warehouse,Maryland,Cargo Bicycle,Urban Last Mile,7.7,1.4,Normal,0.0,1
TRX-3005F8F3,2025-03-09,Jakarta Fulfillment Center,East Erica,Heavy Truck,Inter-City,129.5,895.9,Normal,107.154,0
TRX-7025C9AC,2025-01-24,Bandung Hub,Lindashire,Diesel Van (Euro 4),Mixed Route,86.7,23.0,High,32.736,0
TRX-95EE5EB8,2025-10-20,Jakarta Fulfillment Center,Dominguezshire,Diesel Van (Euro 4),Mixed Route,49.7,19.7,Severe Congestion,20.225,0
TRX-108646D0,2025-10-15,Surabaya Warehouse,West Shannonfurt,Cargo Bicycle,Urban Last Mile,12.3,7.7,High,0.0,1
TRX-7701F171,2025-12-20,Makassar Port,Shannontown,Cargo Bicycle,Urban Last Mile,6.9,19.6,Low,0.0,1
TRX-180BE3A7,2025-03-28,Semarang Depot,Jacquelinefort,Cargo Bicycle,Urban Last Mile,5.3,23.9,Normal,0.0,1
TRX-A4116520,2026-01-01,Semarang Depot,Port Deannafort,Cargo Bicycle,Urban Last Mile,11.2,10.6,Severe Congestion,0.0,1
TRX-8B942F72,2025-02-22,Bandung Hub,Meganville,Diesel Van (Euro 6),Mixed Route,100.3,14.3,Severe Congestion,29.046,0
TRX-6CDDD6B6,2025-12-31,Surabaya Warehouse,Port Christiantown,Motorcycle (Courier),Inter-District,14.4,9.9,Normal,1.345,0
TRX-017BC27C,2025-10-18,Medan Distribution,Youngmouth,Motorcycle (Courier),Inter-District,29.2,19.5,Normal,2.976,0
TRX-5907D643,2025-04-01,Surabaya Warehouse,North James,Motorcycle (Courier),Inter-District,35.9,5.3,Normal,3.391,0
TRX-CE481F7C,2025-08-10,Makassar Port,Josephburgh,Motorcycle (Courier),Inter-District,10.6,15.8,Normal,0.996,0
TRX-8D0C2F14,2025-09-07,Makassar Port,South Tiffany,Electric Van (EV),Mixed Route,40.5,19.0,High,2.191,1
TRX-AD855624,2025-04-17,Medan Distribution,South Margaretfort,Motorcycle (Courier),Inter-District,7.5,1.8,Low,0.627,0
TRX-3DD58DE8,2025-01-31,Medan Distribution,Wongville,Motorcycle (Courier),Inter-District,8.8,4.5,Low,0.686,0
TRX-3834D9FF,2025-10-31,Surabaya Warehouse,Johnsonton,Cargo Bicycle,Urban Last Mile,9.1,24.3,Severe Congestion,0.0,1
TRX-D141A81D,2025-04-25,Surabaya Warehouse,Carterstad,Electric Van (EV),Mixed Route,17.6,24.5,High,0.918,1
TRX-95218CFE,2025-08-16,Makassar Port,Brianland,Cargo Bicycle,Urban Last Mile,9.2,3.5,Normal,0.0,1
TRX-D7996ECB,2025-01-20,Makassar Port,New Laurieland,Diesel Van (Euro 4),Mixed Route,123.9,22.5,Low,31.291,0
TRX-7006AEC9,2025-07-28,Medan Distribution,Taylorberg,Diesel Van (Euro 4),Mixed Route,100.9,24.2,High,39.066,0
TRX-764910DC,2025-02-27,Medan Distribution,Gomezborough,Diesel Van (Euro 4),Mixed Route,109.2,3.1,Normal,28.779,0
TRX-1A5DE77A,2025-09-19,Bandung Hub,Danielleland,Electric Van (EV),Mixed Route,86.3,29.8,Severe Congestion,4.96,1
TRX-73C953F4,2025-10-11,Surabaya Warehouse,Lake Rebecca,Heavy Truck,Inter-City,462.4,793.8,High,548.775,0
TRX-16EDD1C2,2025-09-17,Makassar Port,South Michael,Diesel Van (Euro 4),Mixed Route,81.3,10.5,Normal,23.158,0
TRX-379F80B8,2025-06-16,Semarang Depot,Samanthafurt,Diesel Van (Euro 6),Mixed Route,94.2,10.9,High,24.387,0
TRX-78E5ECB7,2025-05-23,Semarang Depot,West Jeffreyfurt,Drone Delivery,Urban Last Mile,14.9,29.0,High,0.168,1
TRX-7A5DE56F,2025-02-13,Makassar Port,North Cassandra,Drone Delivery,Urban Last Mile,10.7,1.4,High,0.06,1
TRX-A3C4A7F4,2025-11-29,Makassar Port,Choichester,Diesel Van (Euro 6),Mixed Route,129.5,2.5,Low,20.443,0
TRX-D8AEC41D,2025-03-04,Semarang Depot,Nealfort,Cargo Bicycle,Urban Last Mile,10.0,8.5,Low,0.0,1
TRX-F0DD08F9,2025-01-09,Makassar Port,Lake Ashleymouth,Motorcycle (Courier),Inter-District,35.4,19.4,Severe Congestion,6.21,0
TRX-D104F330,2025-03-14,Makassar Port,Davisside,Drone Delivery,Urban Last Mile,5.4,11.4,High,0.042,1
TRX-84A372F2,2025-02-09,Surabaya Warehouse,Wardshire,Heavy Truck,Inter-City,300.8,2227.1,Low,238.164,0
TRX-A92D8CBB,2025-10-19,Makassar Port,Judyhaven,Diesel Van (Euro 4),Mixed Route,148.3,24.5,Normal,43.462,0
TRX-3B885F45,2025-06-13,Surabaya Warehouse,South Alexanderport,Electric Van (EV),Mixed Route,49.0,25.9,High,2.512,1
TRX-B41FBB51,2025-07-31,Semarang Depot,Port Joyside,Heavy Truck,Inter-City,192.1,2149.8,High,229.432,0
TRX-031B92E1,2025-01-08,Surabaya Warehouse,West Gregory,Electric Van (EV),Mixed Route,79.0,5.4,Normal,3.806,1
TRX-55EFE288,2025-12-28,Surabaya Warehouse,Henryfurt,Drone Delivery,Urban Last Mile,8.0,10.6,Severe Congestion,0.065,1
TRX-B13D98BA,2025-12-02,Surabaya Warehouse,Jasonstad,Diesel Van (Euro 6),Mixed Route,24.0,1.6,High,5.896,0
TRX-D336DA28,2025-09-29,Medan Distribution,Brentmouth,Drone Delivery,Urban Last Mile,11.1,17.6,Normal,0.096,1
TRX-4B281A9B,2025-01-28,Semarang Depot,New Ericaburgh,Diesel Van (Euro 4),Mixed Route,31.7,2.8,Normal,9.064,0
TRX-050D9652,2025-08-17,Bandung Hub,Catherineville,Cargo Bicycle,Urban Last Mile,9.9,29.6,High,0.0,1
TRX-C906C38F,2025-11-15,Semarang Depot,Denisemouth,Diesel Van (Euro 4),Mixed Route,61.0,12.9,High,20.869,0
TRX-59274574,2025-10-31,Medan Distribution,Port Deborahstad,Heavy Truck,Inter-City,467.2,3963.3,High,612.972,0
TRX-4C41C881,2025-08-12,Makassar Port,Williston,Drone Delivery,Urban Last Mile,11.3,6.3,Low,0.066,1
TRX-A76F0E3B,2025-11-07,Semarang Depot,Jamesmouth,Heavy Truck,Inter-City,577.1,1714.6,Normal,516.71,0
TRX-474481B2,2025-06-25,Jakarta Fulfillment Center,Janiceburgh,Diesel Van (Euro 6),Mixed Route,134.3,1.6,High,31.65,0
TRX-D10D2CCF,2025-08-28,Jakarta Fulfillment Center,West Timothy,Motorcycle (Courier),Inter-District,27.3,9.1,High,3.097,0
TRX-9E6B962B,2025-03-07,Surabaya Warehouse,North Dawn,Diesel Van (Euro 4),Mixed Route,21.9,29.0,Low,5.221,0
TRX-9FB7749D,2025-06-07,Semarang Depot,Port Vincent,Cargo Bicycle,Urban Last Mile,5.9,24.7,Normal,0.0,1
TRX-14CAEE2C,2025-09-25,Bandung Hub,Port Nataliebury,Electric Van (EV),Mixed Route,48.7,24.6,High,2.551,1
TRX-1DBBE46A,2025-11-17,Makassar Port,Barrerafurt,Electric Van (EV),Mixed Route,10.5,10.0,Normal,0.556,1
TRX-6975A289,2025-12-17,Makassar Port,Port Joseph,Diesel Van (Euro 6),Mixed Route,54.6,24.5,Normal,9.676,0
TRX-AEC4E228,2025-06-17,Makassar Port,West Anthony,Electric Van (EV),Mixed Route,47.8,1.7,Low,2.302,1
TRX-3700C369,2025-07-23,Surabaya Warehouse,Snyderland,Electric Van (EV),Mixed Route,46.5,20.9,High,2.46,1
TRX-1496FAD9,2025-08-11,Bandung Hub,North Leahchester,Diesel Van (Euro 6),Mixed Route,59.9,16.2,Normal,11.445,0
TRX-C6AAF913,2025-06-28,Makassar Port,North Amanda,Cargo Bicycle,Urban Last Mile,4.0,26.3,High,0.0,1
TRX-AC8D3374,2025-05-28,Makassar Port,East Melissa,Drone Delivery,Urban Last Mile,1.5,28.4,Normal,0.016,1
TRX-0432D40C,2025-04-01,Surabaya Warehouse,Jimenezchester,Motorcycle (Courier),Inter-District,14.0,23.8,High,1.845,0
TRX-C443639F,2025-05-23,Bandung Hub,North Amandahaven,Cargo Bicycle,Urban Last Mile,4.0,10.7,Normal,0.0,1
TRX-DBDFC1C1,2025-01-16,Semarang Depot,Josephtown,Diesel Van (Euro 4),Mixed Route,126.9,8.1,Normal,35.653,0
TRX-34E3AD7D,2025-04-12,Bandung Hub,Allenland,Diesel Van (Euro 4),Mixed Route,93.7,10.9,Normal,27.099,0
TRX-99E2E3D9,2025-04-23,Bandung Hub,Justinport,Motorcycle (Courier),Inter-District,9.0,19.9,High,1.164,0
TRX-152E2114,2025-08-08,Surabaya Warehouse,Port Evantown,Diesel Van (Euro 6),Mixed Route,82.9,16.0,High,21.132,0
TRX-9A181138,2025-11-06,Jakarta Fulfillment Center,Hernandezton,Cargo Bicycle,Urban Last Mile,12.9,8.3,Normal,0.0,1
TRX-AF959203,2025-02-25,Semarang Depot,West Kayla,Motorcycle (Courier),Inter-District,39.0,25.9,Normal,4.253,0
TRX-9C68C840,2025-10-29,Jakarta Fulfillment Center,Dwaynechester,Heavy Truck,Inter-City,435.0,3512.4,Normal,391.489,0
TRX-61A32BDD,2025-08-11,Jakarta Fulfillment Center,North Peggy,Cargo Bicycle,Urban Last Mile,2.8,19.0,Normal,0.0,1
TRX-070E02D9,2025-02-02,Semarang Depot,East Nicolemouth,Electric Van (EV),Mixed Route,28.0,15.9,High,1.459,1
TRX-B3811943,2025-05-15,Jakarta Fulfillment Center,Jessicaburgh,Electric Van (EV),Mixed Route,29.6,2.1,Low,1.45,1
TRX-A644E9E3,2025-07-20,Bandung Hub,Melendezfort,Electric Van (EV),Mixed Route,104.5,14.6,Low,5.37,1
TRX-7CC2B1A4,2025-02-05,Surabaya Warehouse,Sanfordberg,Drone Delivery,Urban Last Mile,10.3,2.8,Normal,0.064,1
TRX-E0FE0437,2025-11-17,Bandung Hub,North Adamstad,Electric Van (EV),Mixed Route,111.5,8.6,Low,5.321,1
TRX-0779DC8A,2025-03-25,Semarang Depot,New Tiffanybury,Cargo Bicycle,Urban Last Mile,11.9,6.7,Normal,0.0,1
TRX-749039DC,2025-11-27,Bandung Hub,North Brittneybury,Drone Delivery,Urban Last Mile,8.9,27.5,Normal,0.094,1
TRX-FCD59064,2025-11-13,Medan Distribution,West Anthonybury,Heavy Truck,Inter-City,545.2,4753.8,Low,468.98,0
TRX-99466E29,2025-03-28,Bandung Hub,Guerraton,Motorcycle (Courier),Inter-District,38.5,18.9,High,4.988,0
TRX-4E4E6FB3,2025-12-08,Surabaya Warehouse,Port Jenniferberg,Drone Delivery,Urban Last Mile,12.8,5.5,Normal,0.081,1
TRX-70CB8E37,2025-12-18,Bandung Hub,Pamelabury,Diesel Van (Euro 6),Mixed Route,104.7,2.1,Normal,20.791,0
TRX-EE9EF13C,2025-10-19,Makassar Port,Phyllisfort,Cargo Bicycle,Urban Last Mile,9.9,17.3,Normal,0.0,1
TRX-038E233D,2025-06-28,Makassar Port,East Elizabeth,Motorcycle (Courier),Inter-District,29.4,28.6,Normal,3.136,0
TRX-6F7061B8,2025-08-06,Medan Distribution,Jamesfort,Cargo Bicycle,Urban Last Mile,8.4,11.0,Normal,0.0,1
TRX-549E57CD,2025-07-20,Bandung Hub,Fisherstad,Motorcycle (Courier),Inter-District,36.7,11.1,High,4.83,0
TRX-29E012F6,2025-12-10,Jakarta Fulfillment Center,West Amymouth,Diesel Van (Euro 4),Mixed Route,40.3,8.4,Normal,12.525,0
TRX-3F386FE3,2025-02-21,Makassar Port,East Michelemouth,Motorcycle (Courier),Inter-District,37.7,3.7,High,4.498,0
TRX-C8473CCC,2025-01-18,Makassar Port,South Davidhaven,Diesel Van (Euro 4),Mixed Route,76.6,11.5,High,27.992,0
TRX-CE8FE6E5,2025-10-10,Jakarta Fulfillment Center,Larryborough,Diesel Van (Euro 4),Mixed Route,140.8,20.4,High,49.441,0
TRX-37BC63D0,2025-07-13,Jakarta Fulfillment Center,Kristenview,Drone Delivery,Urban Last Mile,2.1,1.1,Normal,0.012,1
TRX-9DAD785D,2025-08-12,Semarang Depot,Kathyberg,Diesel Van (Euro 6),Mixed Route,22.3,13.5,Normal,4.265,0
TRX-0FCF407A,2025-02-19,Bandung Hub,Port Christine,Diesel Van (Euro 4),Mixed Route,38.5,17.2,High,14.172,0
TRX-3A075A3E,2025-09-01,Surabaya Warehouse,New Rachel,Diesel Van (Euro 6),Mixed Route,99.2,14.4,High,23.511,0
TRX-305E0463,2025-10-24,Surabaya Warehouse,West Chris,Electric Van (EV),Mixed Route,143.9,12.1,High,7.636,1
TRX-A4AAF68E,2025-08-25,Jakarta Fulfillment Center,Smithbury,Motorcycle (Courier),Inter-District,7.6,13.1,Normal,0.704,0
TRX-62BFA108,2025-10-18,Jakarta Fulfillment Center,Port Jesse,Drone Delivery,Urban Last Mile,13.2,13.4,High,0.107,1
TRX-9200E51F,2025-03-05,Makassar Port,Port Matthew,Diesel Van (Euro 4),Mixed Route,50.5,18.9,High,18.575,0
TRX-3F0AB677,2025-04-09,Semarang Depot,South Antonio,Electric Van (EV),Mixed Route,144.0,17.6,Normal,7.378,1
TRX-7F33B809,2025-11-09,Surabaya Warehouse,Gonzalezchester,Diesel Van (Euro 4),Mixed Route,63.9,2.4,Normal,17.157,0
TRX-670A880D,2025-02-04,Medan Distribution,Port Matthew,Diesel Van (Euro 4),Mixed Route,84.3,24.5,Normal,23.77,0
TRX-C44A0CF6,2025-10-19,Jakarta Fulfillment Center,Lake Jennifer,Heavy Truck,Inter-City,552.3,1115.0,Normal,465.016,0
TRX-DC6DACB6,2025-09-11,Bandung Hub,South Jasonchester,Diesel Van (Euro 6),Mixed Route,66.3,9.5,High,16.884,0
TRX-00EF60BC,2025-03-05,Makassar Port,Grantton,Electric Van (EV),Mixed Route,99.5,2.4,Severe Congestion,5.591,1
TRX-AB6ACC05,2025-10-11,Bandung Hub,South Brett,Cargo Bicycle,Urban Last Mile,13.7,20.0,High,0.0,1
TRX-1060F9DD,2025-04-20,Semarang Depot,East Jennifertown,Electric Van (EV),Mixed Route,61.7,18.7,High,3.205,1
TRX-274C1A08,2025-07-27,Surabaya Warehouse,East Justin,Diesel Van (Euro 6),Mixed Route,63.0,16.2,Normal,12.342,0
TRX-A32076CE,2025-05-16,Medan Distribution,Stewartfurt,Cargo Bicycle,Urban Last Mile,2.7,7.0,High,0.0,1
TRX-1FD767B2,2025-06-16,Semarang Depot,Cindyhaven,Diesel Van (Euro 4),Mixed Route,105.0,28.2,Normal,30.984,0
TRX-48186DCB,2025-06-25,Medan Distribution,Aaronfurt,Drone Delivery,Urban Last Mile,6.4,6.3,Normal,0.04,1
TRX-107094B8,2025-01-26,Bandung Hub,Tamiton,Motorcycle (Courier),Inter-District,29.3,14.7,Low,2.757,0
TRX-B8DF8F52,2025-07-25,Jakarta Fulfillment Center,Obrienbury,Cargo Bicycle,Urban Last Mile,8.9,13.6,High,0.0,1
TRX-A9BB5D42,2025-06-06,Medan Distribution,Perezton,Motorcycle (Courier),Inter-District,8.2,29.8,Normal,0.881,0
TRX-E005C0CB,2025-10-21,Medan Distribution,Nelsonside,Diesel Van (Euro 4),Mixed Route,72.1,27.8,High,26.224,0
TRX-FFFD9AAA,2025-07-01,Makassar Port,Katelynton,Cargo Bicycle,Urban Last Mile,5.9,21.8,Severe Congestion,0.0,1
TRX-EF7247AF,2025-03-09,Semarang Depot,New Samanthabury,Diesel Van (Euro 4),Mixed Route,145.4,0.9,Normal,42.077,0
TRX-FA07A817,2025-07-24,Surabaya Warehouse,Davidmouth,Heavy Truck,Inter-City,173.5,3832.2,High,204.511,0
TRX-505C99DA,2025-12-02,Medan Distribution,New Sarahborough,Cargo Bicycle,Urban Last Mile,9.5,28.4,High,0.0,1
TRX-B77A93C8,2025-10-20,Medan Distribution,South Lori,Diesel Van (Euro 6),Mixed Route,57.4,4.2,Severe Congestion,17.117,0
TRX-22C7C4C3,2025-01-13,Surabaya Warehouse,West Timothy,Diesel Van (Euro 6),Mixed Route,108.9,29.7,Normal,18.766,0
TRX-C39C33B6,2025-02-28,Semarang Depot,New Rebecca,Drone Delivery,Urban Last Mile,6.2,13.0,Normal,0.052,1
TRX-09AA01C3,2025-07-01,Surabaya Warehouse,South Josephberg,Cargo Bicycle,Urban Last Mile,4.5,4.1,High,0.0,1
TRX-B7D9AB74,2025-01-20,Semarang Depot,Skinnerbury,Diesel Van (Euro 4),Mixed Route,10.9,20.5,Normal,3.132,0
TRX-A8F4C76D,2025-12-08,Makassar Port,Solomontown,Diesel Van (Euro 6),Mixed Route,91.7,18.4,High,22.683,0
TRX-A5DB3FA8,2025-04-14,Jakarta Fulfillment Center,Allenmouth,Drone Delivery,Urban Last Mile,10.8,19.8,Normal,0.1,1
TRX-F99FB8CA,2025-09-29,Surabaya Warehouse,South Rachel,Drone Delivery,Urban Last Mile,2.0,19.6,High,0.017,1
TRX-C5723718,2025-11-06,Surabaya Warehouse,East Davidchester,Heavy Truck,Inter-City,417.6,2937.1,High,504.282,0
TRX-DB1A5BD7,2025-07-03,Jakarta Fulfillment Center,North Lisa,Drone Delivery,Urban Last Mile,13.5,21.2,High,0.135,1
TRX-E5070412,2025-10-23,Bandung Hub,Beckymouth,Diesel Van (Euro 6),Mixed Route,97.1,13.6,High,26.88,0
TRX-F3868F11,2025-07-08,Makassar Port,Seanton,Diesel Van (Euro 6),Mixed Route,35.4,15.6,High,8.931,0
TRX-EA18BFD9,2025-12-29,Medan Distribution,Leonville,Diesel Van (Euro 6),Mixed Route,52.6,22.8,Normal,10.427,0
TRX-1BA911EB,2025-12-08,Bandung Hub,Wheelermouth,Diesel Van (Euro 4),Mixed Route,100.0,12.3,Severe Congestion,42.349,0
TRX-AD31C71E,2025-05-12,Semarang Depot,East Brandon,Electric Van (EV),Mixed Route,105.5,19.5,Normal,5.397,1
TRX-F7117EB5,2025-12-03,Semarang Depot,New Daniel,Drone Delivery,Urban Last Mile,4.1,15.4,High,0.036,1
TRX-D266E41C,2025-02-06,Semarang Depot,West Leonardmouth,Cargo Bicycle,Urban Last Mile,11.1,26.9,Normal,0.0,1
TRX-AC5EDA37,2025-05-17,Surabaya Warehouse,Smithstad,Cargo Bicycle,Urban Last Mile,7.0,9.1,High,0.0,1
TRX-E43A8F4A,2025-04-19,Jakarta Fulfillment Center,New Herbertland,Heavy Truck,Inter-City,463.6,2325.3,Normal,425.929,0
TRX-D09D5F89,2025-02-28,Jakarta Fulfillment Center,Shahbury,Heavy Truck,Inter-City,110.3,4111.4,High,139.361,0
TRX-E01598CC,2025-05-25,Semarang Depot,Lisaport,Motorcycle (Courier),Inter-District,32.5,21.7,Normal,3.247,0
TRX-4281BB17,2025-02-19,Makassar Port,Fosterhaven,Diesel Van (Euro 6),Mixed Route,22.2,23.4,Normal,4.361,0
TRX-777D7680,2025-09-21,Bandung Hub,Lake Maryland,Diesel Van (Euro 6),Mixed Route,129.0,7.2,Normal,24.43,0
TRX-4575C6D9,2025-03-11,Semarang Depot,Dannyfort,Cargo Bicycle,Urban Last Mile,14.2,11.2,High,0.0,1
TRX-EFE5E482,2025-09-24,Jakarta Fulfillment Center,Lake Melissa,Heavy Truck,Inter-City,318.9,2788.1,Low,280.672,0
TRX-609142F7,2025-05-26,Medan Distribution,South Timothyfort,Drone Delivery,Urban Last Mile,12.7,8.5,Normal,0.077,1
TRX-64139318,2025-11-26,Jakarta Fulfillment Center,Blairbury,Electric Van (EV),Mixed Route,86.4,28.4,Low,4.469,1
TRX-AFDD65F5,2025-03-19,Jakarta Fulfillment Center,Cooperton,Heavy Truck,Inter-City,146.2,1723.6,Severe Congestion,216.886,0
TRX-DF857D91,2026-01-02,Makassar Port,Martinezbury,Cargo Bicycle,Urban Last Mile,10.3,17.1,Low,0.0,1
TRX-4F935573,2025-03-14,Bandung Hub,South Ryanville,Diesel Van (Euro 4),Mixed Route,107.0,23.9,Severe Congestion,50.0,0
TRX-0235C6C1,2025-06-26,Semarang Depot,Lake Allison,Diesel Van (Euro 6),Mixed Route,129.6,1.9,High,34.571,0
TRX-C0B4799E,2025-10-27,Bandung Hub,West Josechester,Electric Van (EV),Mixed Route,117.7,23.2,Normal,6.034,1
TRX-3FD3E45C,2025-02-22,Bandung Hub,South Kenneth,Motorcycle (Courier),Inter-District,24.9,7.0,High,3.278,0
TRX-9013EE16,2025-06-04,Makassar Port,Powellstad,Diesel Van (Euro 4),Mixed Route,12.7,26.6,High,4.704,0
TRX-889F821B,2025-01-31,Semarang Depot,Hectorborough,Electric Van (EV),Mixed Route,91.8,19.7,High,4.91,1
TRX-0CE84634,2025-07-09,Makassar Port,Lake Megan,Cargo Bicycle,Urban Last Mile,12.0,10.0,Normal,0.0,1
TRX-BF6B00C1,2025-01-16,Bandung Hub,Aliciaburgh,Heavy Truck,Inter-City,758.8,4617.0,High,936.639,0
TRX-D64B090D,2025-08-12,Semarang Depot,Phamfurt,Diesel Van (Euro 4),Mixed Route,79.5,13.6,Normal,23.343,0
TRX-3478A63D,2025-06-13,Bandung Hub,Perezchester,Drone Delivery,Urban Last Mile,2.2,0.6,Low,0.012,1
TRX-0288D6DF,2025-11-25,Surabaya Warehouse,Kiarashire,Diesel Van (Euro 6),Mixed Route,132.2,0.5,Normal,25.727,0
TRX-6B274F7B,2025-12-23,Bandung Hub,South Benjaminside,Drone Delivery,Urban Last Mile,1.3,18.0,Low,0.011,1
TRX-68731E89,2025-07-05,Bandung Hub,Rebeccaville,Drone Delivery,Urban Last Mile,13.8,9.5,Low,0.092,1
TRX-566A7318,2025-11-22,Semarang Depot,West Andrew,Cargo Bicycle,Urban Last Mile,4.2,13.3,Normal,0.0,1
TRX-2E8F534E,2025-02-16,Jakarta Fulfillment Center,Fieldston,Diesel Van (Euro 4),Mixed Route,126.1,6.9,Normal,35.816,0
TRX-D6F072D5,2025-11-18,Medan Distribution,South Edward,Cargo Bicycle,Urban Last Mile,2.9,11.5,Low,0.0,1
TRX-5A32E14F,2025-12-11,Bandung Hub,Steeleburgh,Cargo Bicycle,Urban Last Mile,10.2,18.5,High,0.0,1
TRX-9EA0E674,2025-10-25,Medan Distribution,Boonestad,Drone Delivery,Urban Last Mile,7.6,6.9,Normal,0.045,1
TRX-511DA9BE,2025-11-16,Makassar Port,West Virginiahaven,Heavy Truck,Inter-City,370.6,1005.9,Normal,341.212,0
TRX-678A9310,2025-05-16,Medan Distribution,Miaton,Drone Delivery,Urban Last Mile,7.5,13.9,Low,0.056,1
TRX-29D8A358,2025-08-26,Surabaya Warehouse,Goodstad,Drone Delivery,Urban Last Mile,10.4,8.0,Normal,0.068,1
TRX-A25DEEDF,2025-10-31,Semarang Depot,East Karenstad,Electric Van (EV),Mixed Route,27.8,4.2,High,1.531,1
TRX-6CCC6E9F,2025-02-28,Semarang Depot,Aliciashire,Electric Van (EV),Mixed Route,15.6,25.9,Low,0.697,1
